"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.645114860E-1,1.300051570E0,6.981492043E0,7.599195957E0,1.040092036E1
6.665108320E-1,1.357512355E0,6.938396454E0,7.606379032E0,1.038466115E1
6.685086400E-1,1.374271750E0,6.924031258E0,7.592013359E0,1.036674966E1
6.705077930E-1,1.414973259E0,6.904877663E0,7.496245384E0,1.028946936E1
6.725533320E-1,1.472434044E0,6.888118267E0,7.328651428E0,1.016481023E1
6.745526010E-1,1.450886250E0,6.861782074E0,7.225700855E0,1.006975059E1
6.765507550E-1,1.381454349E0,6.845022678E0,6.993463039E0,9.882877965E0
6.785502930E-1,1.338358760E0,6.840234280E0,6.892906666E0,9.802661448E0
6.805483700E-1,1.266532660E0,6.797138691E0,6.768408298E0,9.675564596E0
6.825475240E-1,1.259350061E0,6.777985096E0,6.660669327E0,9.586008576E0
6.845451780E-1,1.271321058E0,6.768408298E0,6.610390663E0,9.545934886E0
6.865439860E-1,1.304839969E0,6.732495308E0,6.517016888E0,9.460476179E0
6.885495240E-1,1.333570361E0,6.725312710E0,6.507440090E0,9.452778294E0
6.905479470E-1,1.343147159E0,6.713341713E0,6.502651691E0,9.442323881E0
6.925449860E-1,1.297657371E0,6.701370716E0,6.478709698E0,9.410949127E0
6.945435630E-1,1.254561663E0,6.698976517E0,6.483498096E0,9.406697556E0
6.965407930E-1,1.240196466E0,6.701370716E0,6.488286495E0,9.409799062E0
6.985393700E-1,1.264138460E0,6.663063526E0,6.473921299E0,9.375826288E0
7.005369090E-1,1.278503656E0,6.639121532E0,6.461950302E0,9.352502768E0
7.025356010E-1,1.283292055E0,6.636727333E0,6.483498096E0,9.366361928E0
7.045331780E-1,1.319205165E0,6.624756336E0,6.528987885E0,9.394433542E0
7.065321010E-1,1.352723956E0,6.610390663E0,6.588842869E0,9.430799392E0
7.085292160E-1,1.343147159E0,6.605602264E0,6.648698330E0,9.468010089E0
7.105278320E-1,1.312022567E0,6.600813866E0,6.761225700E0,9.539723260E0
7.125644470E-1,1.393425345E0,6.572083473E0,6.770802498E0,9.538222153E0
7.145629090E-1,1.412579060E0,6.572083473E0,6.766014099E0,9.537641615E0
7.165599470E-1,1.508347034E0,6.540958881E0,6.770802498E0,9.534307543E0
7.185588320E-1,1.572990537E0,6.531382084E0,6.794744492E0,9.555197741E0
7.205564470E-1,1.601720929E0,6.533776283E0,6.842628479E0,9.595692104E0
7.225552930E-1,1.589749932E0,6.560112476E0,6.895300865E0,9.649225594E0
7.245528320E-1,1.599326730E0,6.548141479E0,6.957550049E0,9.687285766E0
7.265516390E-1,1.594538331E0,6.569689274E0,7.034164429E0,9.756169271E0
7.285491390E-1,1.640028119E0,6.603208065E0,7.204153061E0,9.909181112E0
7.305482550E-1,1.649604917E0,6.629544735E0,7.261613846E0,9.970110101E0
7.327155620E-1,1.675941229E0,6.675034523E0,7.386112213E0,1.009551972E1
7.345846780E-1,1.731007814E0,6.754043102E0,7.546523571E0,1.027441017E1
7.365873320E-1,1.769315004E0,6.780379295E0,7.611167431E0,1.034571837E1
7.385866390E-1,1.932120800E0,6.809109688E0,7.702147007E0,1.046040793E1
7.405928320E-1,2.130839586E0,6.773196697E0,7.766790390E0,1.052329339E1
7.425919080E-1,2.231395960E0,6.768408298E0,7.785943985E0,1.055516000E1
7.445895240E-1,2.504334927E0,6.751648903E0,7.752425194E0,1.058095235E1
7.465885620E-1,2.717418909E0,6.737283707E0,7.716512203E0,1.059810916E1
7.485858700E-1,2.777273893E0,6.727706909E0,7.697358608E0,1.059361223E1
7.505852550E-1,2.803610086E0,6.701370716E0,7.661445618E0,1.055776245E1
7.527609470E-1,2.873042107E0,6.708553314E0,7.572859764E0,1.051699879E1
7.545779470E-1,2.904166698E0,6.730101109E0,7.532158375E0,1.051008349E1
7.565725240E-1,2.944868088E0,6.761225700E0,7.426813602E0,1.046632607E1
7.585718700E-1,2.966415882E0,6.837840080E0,7.268796444E0,1.041110378E1
7.605700620E-1,2.906560898E0,6.895300865E0,7.165845871E0,1.036062823E1
7.625695240E-1,2.796427488E0,7.000645638E0,6.945579052E0,1.025037143E1
7.645680240E-1,2.604891539E0,6.897695065E0,6.689399719E0,9.955487217E0
7.665672930E-1,2.662352324E0,6.916848660E0,6.624756336E0,9.940740002E0
7.685657160E-1,2.691082716E0,7.070077419E0,6.478709698E0,9.960000012E0
7.705652160E-1,2.449268341E0,7.244854450E0,6.260837555E0,9.883568096E0
7.726061010E-1,2.269703150E0,7.328651428E0,6.155492783E0,9.836197209E0
7.746053700E-1,1.912967205E0,7.491456985E0,5.973533154E0,9.770592082E0
7.766031780E-1,1.460463047E0,7.659051418E0,5.822698593E0,9.731281511E0
7.786024080E-1,1.283292055E0,7.745242596E0,5.791574001E0,9.755918756E0
7.806001010E-1,1.019929886E0,7.929595947E0,5.748478413E0,9.847017463E0
7.825995620E-1,7.517793179E-1,8.054094315E0,5.729324818E0,9.912556191E0
7.846062160E-1,1.987187415E-1,8.274360657E0,5.702988625E0,1.005129905E1
7.866055240E-1,-1.963245422E-1,8.427590370E0,5.805939198E0,1.023580738E1
7.886035620E-1,-3.351882398E-1,8.489839554E0,5.920860767E0,1.035597987E1
7.906025620E-1,-4.740519226E-1,8.655038834E0,6.248866558E0,1.068563314E1
7.926277540E-1,-5.267243981E-1,8.765172005E0,6.569689274E0,1.096660823E1
7.946267540E-1,-4.884171486E-1,8.822632790E0,6.715735912E0,1.109858142E1
7.966247160E-1,-4.141969085E-1,8.944737434E0,7.046135426E0,1.139420516E1
7.986242540E-1,-2.896983922E-1,9.059659004E0,7.381323814E0,1.168953753E1
8.006221770E-1,-2.226607651E-1,9.114726067E0,7.563282967E0,1.184614107E1
8.026215620E-1,-1.723825186E-1,9.198522568E0,7.857769966E0,1.209905294E1
8.046189080E-1,-1.149216816E-1,9.246406555E0,8.171410561E0,1.234022657E1
8.066186010E-1,-1.005564705E-1,9.263166428E0,8.300697327E0,1.243856664E1
8.086165240E-1,-1.101332754E-1,9.272743225E0,8.628703117E0,1.266690229E1
8.106152930E-1,-2.633621916E-2,9.299078941E0,8.980650902E0,1.292770874E1
8.127688700E-1,5.746084079E-2,9.318233490E0,9.179368973E0,1.308027492E1
8.146482930E-1,2.729389966E-1,9.330204010E0,9.497797966E0,1.331673266E1
8.166426390E-1,5.171475410E-1,9.385271072E0,9.758766174E0,1.354932736E1
8.186418310E-1,7.086837292E-1,9.406818390E0,9.840168953E0,1.363155860E1
8.206391000E-1,7.757213712E-1,9.354146004E0,9.957485199E0,1.368405286E1
8.226381000E-1,1.041477680E0,9.291896820E0,9.873687744E0,1.359829886E1
8.246356770E-1,1.029506683E0,9.358934402E0,9.763554573E0,1.356379501E1
8.266342160E-1,9.624691010E-1,9.641449928E0,9.629479408E0,1.366055552E1
8.286764470E-1,9.145850539E-1,1.003409958E1,9.591172218E0,1.391079454E1
8.306592930E-1,6.799532771E-1,1.026154804E1,9.500192642E0,1.400054874E1
8.326751000E-1,3.567360640E-1,1.065180302E1,9.253589630E0,1.411442840E1
8.346742540E-1,2.394201756E-1,1.079545593E1,9.042900085E0,1.408450328E1
8.366720620E-1,3.112462163E-1,1.101332760E1,8.944737434E0,1.419149699E1
8.386711770E-1,2.657563984E-1,1.115697956E1,8.896853447E0,1.427244971E1
8.406688700E-1,3.112462163E-1,1.117852783E1,8.913613319E0,1.430065946E1
8.426680230E-1,4.189853072E-1,1.112824917E1,8.908824921E0,1.426115843E1
8.446661000E-1,2.130839527E-1,1.098938560E1,8.968679428E0,1.418623317E1
8.466654080E-1,1.173158810E-1,1.088882923E1,9.057265282E0,1.416384197E1
8.486632540E-1,1.436520964E-1,1.068771648E1,9.251194954E0,1.413621334E1
8.506626000E-1,-1.101332754E-1,1.052730465E1,9.442731857E0,1.414218715E1
8.526834470E-1,-2.035071403E-1,1.046745014E1,9.490615845E0,1.413084275E1
8.546814850E-1,-4.716577232E-1,1.044590187E1,9.658209801E0,1.423447728E1
8.566792540E-1,-5.722141862E-1,1.034774017E1,9.928754807E0,1.435211928E1
8.586782160E-1,-6.847416759E-1,1.030943298E1,1.015859795E1,1.448966500E1
8.606760230E-1,-8.834604025E-1,1.017535686E1,1.058955383E1,1.471247906E1
8.626753700E-1,-1.031900883E0,1.008198357E1,1.115458584E1,1.507103173E1
8.646736770E-1,-1.007958889E0,9.986215591E0,1.147301483E1,1.524370533E1
8.666726390E-1,-8.451532125E-1,9.758766174E0,1.209550667E1,1.556435295E1
8.686704080E-1,-5.937620401E-1,9.574412346E0,1.259110641E1,1.582902037E1
8.706696000E-1,-3.950432837E-1,9.538499832E0,1.282573891E1,1.598870279E1
8.727007540E-1,4.548983276E-2,9.509769440E0,1.318247414E1,1.625470420E1
8.747001390E-1,4.812345505E-1,9.490615845E0,1.337879944E1,1.641023005E1
8.766979850E-1,6.943184733E-1,9.488221169E0,1.347935581E1,1.649852879E1
8.786970230E-1,1.079784989E0,9.528923035E0,1.365413189E1,1.668537166E1
8.807038310E-1,1.486799240E0,9.674968719E0,1.376187134E1,1.688800445E1
8.827033310E-1,1.702277422E0,9.763554573E0,1.376905441E1,1.696501122E1
8.847012160E-1,2.183511972E0,9.967061996E0,1.368765068E1,1.707225324E1
8.866999080E-1,2.676717520E0,1.021366405E1,1.348893261E1,1.712994609E1
8.886976000E-1,2.932897091E0,1.031900978E1,1.337879944E1,1.714864784E1
8.906967540E-1,3.450044632E0,1.053448772E1,1.319923401E1,1.723653150E1
8.927154080E-1,3.737348795E0,1.060631371E1,1.310346603E1,1.726738221E1
8.947146770E-1,3.804386616E0,1.068053341E1,1.299333286E1,1.724453103E1
8.967122930E-1,3.933673382E0,1.076433086E1,1.280419064E1,1.718405956E1
8.987118690E-1,4.000710964E0,1.083136845E1,1.261265469E1,1.709980377E1
9.007099460E-1,4.024652958E0,1.097980881E1,1.230380249E1,1.697461601E1
9.027092160E-1,4.065354347E0,1.126232433E1,1.185369301E1,1.684865257E1
9.047072920E-1,4.122815132E0,1.149216843E1,1.156159973E1,1.681481871E1
9.067065620E-1,4.072536945E0,1.181538582E1,1.124077702E1,1.680904421E1
9.087047540E-1,4.022258759E0,1.201171017E1,1.097262669E1,1.675882702E1
9.107039080E-1,4.041412354E0,1.209071827E1,1.086488724E1,1.675005244E1
9.127196000E-1,4.268861771E0,1.224394703E1,1.059673691E1,1.674599214E1
9.147187540E-1,4.692635536E0,1.250730991E1,1.011071396E1,1.675351206E1
9.167162920E-1,4.874594688E0,1.261744308E1,9.916783333E0,1.677212375E1
9.187155230E-1,5.097255230E0,1.272996998E1,9.538499832E0,1.670380572E1
9.207129460E-1,5.197812080E0,1.275391293E1,9.241618156E0,1.658574845E1
9.227117920E-1,5.204994678E0,1.274672985E1,9.107542992E0,1.650813226E1
9.247099080E-1,5.307945251E0,1.282334423E1,8.755595207E0,1.640953648E1
9.267096770E-1,5.542576790E0,1.311783123E1,8.245630264E0,1.645563952E1
9.287164080E-1,5.559336185E0,1.320641613E1,8.020575523E0,1.642087932E1
9.307162540E-1,5.516240597E0,1.326627159E1,7.615955830E0,1.626117017E1
9.327501770E-1,5.607220173E0,1.333570385E1,7.311892033E0,1.620943183E1
9.347496390E-1,5.710171223E0,1.341710663E1,7.098807812E0,1.621782593E1
9.367476390E-1,5.667075634E0,1.339316463E1,6.823474884E0,1.606400992E1
9.387474080E-1,5.693411827E0,1.332133865E1,6.643909931E0,1.593783363E1
9.407456000E-1,5.712565422E0,1.327824306E1,6.550535679E0,1.586992943E1
9.427451380E-1,5.714959621E0,1.316092682E1,6.457161903E0,1.573422061E1
9.447430620E-1,5.655104637E0,1.309628296E1,6.320692539E0,1.560269175E1
9.467425230E-1,5.576095581E0,1.289995861E1,6.251260757E0,1.538115845E1
9.487407540E-1,5.588066578E0,1.284010410E1,5.916072369E0,1.520179837E1
9.507401380E-1,5.573701382E0,1.281855583E1,5.748478413E0,1.511378592E1
9.527561000E-1,5.509057999E0,1.268448067E1,5.535394192E0,1.489585038E1
9.547554080E-1,5.363011837E0,1.242351246E1,5.444414616E0,1.458585645E1
9.567532540E-1,5.090072632E0,1.215296745E1,5.377377033E0,1.423093957E1
9.587524080E-1,4.661510944E0,1.159272480E1,5.094861031E0,1.349364893E1
9.607505230E-1,4.625597477E0,1.118331623E1,4.541800499E0,1.292635547E1
9.627499460E-1,4.678270340E0,1.102529907E1,4.297592163E0,1.272449337E1
9.647477150E-1,4.541800499E0,1.063983250E1,3.809175014E0,1.217964702E1
9.667470230E-1,4.311957359E0,1.029985619E1,3.450044632E0,1.168686535E1
9.687451000E-1,4.254496574E0,1.017296314E1,3.347094059E0,1.152358273E1
9.707446000E-1,4.211400986E0,1.000297451E1,3.337517262E0,1.135492927E1
9.727639850E-1,4.290409565E0,1.002691650E1,3.452438831E0,1.143966795E1
9.747634850E-1,4.302380562E0,1.007001209E1,3.457227230E0,1.148338113E1
9.767670230E-1,4.161122322E0,1.002452278E1,3.380612850E0,1.136813702E1
9.787668310E-1,3.790021181E0,9.945513725E0,3.134010077E0,1.109502244E1
9.807648690E-1,3.620033026E0,9.900024414E0,2.985569477E0,1.095576321E1
9.827641770E-1,3.292027235E0,9.799467087E0,2.700659513E0,1.068459453E1
9.847621000E-1,3.114856482E0,9.713275909E0,2.566584110E0,1.051843210E1
9.867614080E-1,3.021482468E0,9.682151794E0,2.511517525E0,1.044897794E1
9.887597920E-1,2.877830505E0,9.631873131E0,2.413355350E0,1.033823836E1
9.907591000E-1,2.686294317E0,9.531316757E0,2.305616140E0,1.016749930E1
9.929126000E-1,2.509123325E0,9.473855972E0,2.166752577E0,1.003715416E1
9.947917920E-1,1.975216389E0,9.296685219E0,1.702277422E0,9.655443245E0
9.967862920E-1,1.474828243E0,9.200917244E0,1.414973259E0,9.425186778E0
9.987861000E-1,1.261744261E0,8.927978516E0,1.285686255E0,9.107897019E0
1.000784061E0,7.110779285E-1,8.585607529E0,1.146822572E0,8.691000545E0
1.002783523E0,3.687070608E-1,8.415618896E0,1.012747288E0,8.484352855E0
1.004781754E0,-4.525041282E-1,8.015787125E0,6.512228847E-1,8.054917409E0
1.006781600E0,-1.455674648E0,7.601590633E0,2.322375625E-1,7.743197216E0
1.008779984E0,-1.975216389E0,7.436390400E0,3.112462163E-2,7.694306382E0
1.010779946E0,-2.832340717E0,7.216124058E0,-2.585737705E-1,7.756381937E0
1.012800715E0,-3.526659012E0,6.981492043E0,-8.116343617E-1,7.863669961E0
1.014799946E0,-3.725377798E0,6.847416878E0,-1.098938584E0,7.872307390E0
1.016798715E0,-3.940855980E0,6.540958881E0,-1.778891921E0,7.840851064E0
1.018798407E0,-4.168305397E0,6.246472359E0,-2.492363930E0,7.912336240E0
1.020796523E0,-4.352658749E0,6.210559368E0,-2.791639090E0,8.081456221E0
1.022796215E0,-4.900930882E0,6.253654957E0,-3.351882458E0,8.623365923E0
1.024802984E0,-5.240907669E0,6.392518520E0,-3.562572241E0,9.001295862E0
1.026802907E0,-5.473145008E0,6.459556103E0,-3.744531393E0,9.257575097E0
1.028801600E0,-5.829881191E0,6.607996464E0,-4.189853191E0,9.757458774E0
1.030801946E0,-5.951985359E0,6.517016888E0,-4.493916512E0,9.904187218E0
1.032818754E0,-5.983109951E0,6.385335922E0,-4.654327869E0,9.911250549E0
1.034818446E0,-6.028599739E0,6.009446144E0,-4.850652695E0,9.797259277E0
1.036816638E0,-6.177040577E0,5.616796970E0,-5.056553841E0,9.760787634E0
1.038816330E0,-6.306327343E0,5.425261021E0,-5.164293289E0,9.791483385E0
1.040814715E0,-6.703764915E0,5.147533417E0,-5.343858242E0,9.999719258E0
1.042814292E0,-7.297526836E0,4.996698856E0,-5.425261021E0,1.037566164E1
1.044812484E0,-7.697358608E0,4.967968464E0,-5.461174011E0,1.066557367E1
1.046812023E0,-8.501810074E0,4.958391666E0,-5.578489780E0,1.131308847E1
1.048810253E0,-9.272743225E0,4.958391666E0,-5.911283970E0,1.206286421E1
1.050809946E0,-9.639056206E0,4.944026470E0,-6.062118530E0,1.241386658E1
1.052963138E0,-1.021845245E1,4.833893299E0,-6.282385349E0,1.293258136E1
1.054843215E0,-1.054406452E1,4.790797710E0,-6.279991150E0,1.317449537E1
1.056838523E0,-1.077390766E1,4.707000732E0,-6.026205540E0,1.321166513E1
1.058838561E0,-1.076193619E1,4.496310711E0,-6.121973515E0,1.317249560E1
1.060837138E0,-1.088882923E1,4.398148537E0,-6.387730122E0,1.336837345E1
1.062837100E0,-1.118092155E1,4.211400986E0,-6.598419666E0,1.364873793E1
1.064835446E0,-1.142513084E1,4.129997730E0,-6.684611320E0,1.386630897E1
1.066835330E0,-1.153286934E1,4.065354347E0,-6.617573261E0,1.390418847E1
1.068833407E0,-1.180820274E1,3.816357613E0,-6.435614109E0,1.397910464E1
1.070833330E0,-1.202607536E1,3.591302633E0,-6.493074894E0,1.413095768E1
1.072848138E0,-1.219127464E1,3.390189648E0,-6.430825710E0,1.419422709E1
1.074848176E0,-1.246660805E1,3.004723072E0,-6.208165169E0,1.424731525E1
1.076846869E0,-1.272996998E1,2.662352324E0,-6.363788128E0,1.447888307E1
1.078846676E0,-1.278024864E1,2.473210335E0,-6.452373505E0,1.452875248E1
1.080845330E0,-1.259828949E1,1.996764183E0,-6.933608055E0,1.451822599E1
1.082844946E0,-1.232535076E1,1.558625340E0,-7.702147007E0,1.461734083E1
1.084843176E0,-1.219606304E1,1.364694953E0,-8.113949776E0,1.471198583E1
1.086842561E0,-1.194227791E1,1.029506683E0,-9.090784073E0,1.504394366E1
1.088840369E0,-1.172679996E1,8.044517636E-1,-1.008198357E1,1.548584427E1
1.090840599E0,-1.151132202E1,7.134721279E-1,-1.048660374E1,1.558808632E1
1.092860369E0,-1.093192482E1,5.889736414E-1,-1.120965195E1,1.566876405E1
1.094859907E0,-1.037647057E1,3.974374831E-1,-1.187763500E1,1.577679661E1
1.096858215E0,-1.007480049E1,2.920926213E-1,-1.214817905E1,1.578496682E1
1.098857907E0,-9.421183586E0,2.154781483E-2,-1.255279922E1,1.569496521E1
1.100856099E0,-8.805873871E0,-2.920926213E-1,-1.278503704E1,1.552694126E1
1.102855561E0,-8.583212852E0,-4.596867263E-1,-1.286404610E1,1.547147494E1
1.104853099E0,-8.465897560E0,-8.331822157E-1,-1.307712936E1,1.560054251E1
1.106852446E0,-8.736441612E0,-1.029506683E0,-1.323754120E1,1.589395461E1
1.108850292E0,-9.124302864E0,-1.343147159E0,-1.359667110E1,1.642943737E1
1.110850099E0,-1.026633644E1,-1.589749932E0,-1.414494324E1,1.755005379E1
1.112880099E0,-1.090319443E1,-1.697489023E0,-1.447534370E1,1.820155744E1
1.114879638E0,-1.206677628E1,-1.853112102E0,-1.515050793E1,1.945710679E1
1.116877292E0,-1.308670616E1,-1.951274395E0,-1.572511673E1,2.055112275E1
1.118876869E0,-1.352963352E1,-1.982398987E0,-1.596214294E1,2.101834666E1
1.120883061E0,-1.438915253E1,-1.991975784E0,-1.635479164E1,2.187452600E1
1.122883022E0,-1.518881512E1,-1.891419291E0,-1.663970184E1,2.260878699E1
1.124881330E0,-1.556231117E1,-1.802833915E0,-1.672828674E1,2.291879832E1
1.126880676E0,-1.629254341E1,-1.659181833E0,-1.682166100E1,2.347697029E1
1.128878561E0,-1.693897629E1,-1.570596337E0,-1.677377701E1,2.389048525E1
1.130877676E0,-1.723825264E1,-1.527500629E0,-1.672110558E1,2.406420545E1
1.132896292E0,-1.787032127E1,-1.489193439E0,-1.655111694E1,2.440298243E1
1.134895369E0,-1.853590965E1,-1.470039845E0,-1.629014778E1,2.472063669E1
1.136893215E0,-1.890461731E1,-1.482010841E0,-1.614649582E1,2.490562665E1
1.138892792E0,-1.968273163E1,-1.501164436E0,-1.583285618E1,2.530499464E1
1.140890715E0,-2.054224968E1,-1.604115129E0,-1.552400398E1,2.579829271E1
1.142889984E0,-2.097560120E1,-1.663970232E0,-1.538035202E1,2.606338180E1
1.144887945E0,-2.189736938E1,-1.802833915E0,-1.513853741E1,2.668183485E1
1.146887215E0,-2.289096260E1,-1.920149803E0,-1.496854877E1,2.741788826E1
1.148885407E0,-2.342008018E1,-1.963245392E0,-1.488475227E1,2.781924403E1
1.150884907E0,-2.453817368E1,-2.049436569E0,-1.468124485E1,2.866812006E1
1.152923253E0,-2.573048592E1,-2.169146776E0,-1.444182491E1,2.958596644E1
1.154922484E0,-2.631227684E1,-2.243366957E0,-1.429817295E1,3.003009087E1
1.156920330E0,-2.737530136E1,-2.430114746E0,-1.403241634E1,3.085808307E1
1.158919407E0,-2.841199112E1,-2.686294317E0,-1.380975533E1,3.170436498E1
1.160916984E0,-2.891238022E1,-2.858676910E0,-1.372835255E1,3.213355609E1
1.162916176E0,-2.981259918E1,-3.296815634E0,-1.360385418E1,3.293516224E1
1.164913830E0,-3.062423325E1,-3.574543238E0,-1.354160500E1,3.367485838E1
1.166913061E0,-3.095463371E1,-4.182670593E0,-1.342668343E1,3.399941043E1
1.168919715E0,-3.144783974E1,-4.869806290E0,-1.336203957E1,3.451413824E1
1.170919445E0,-3.163219261E1,-5.233725071E0,-1.336203957E1,3.473516358E1
1.172953253E0,-3.184527588E1,-6.050147533E0,-1.331176186E1,3.504181623E1
1.174952830E0,-3.179021072E1,-6.974309444E0,-1.322796440E1,3.513171690E1
1.176950676E0,-3.163698196E1,-7.467514992E0,-1.315853214E1,3.506863807E1
1.178950368E0,-3.108870888E1,-8.540117264E0,-1.303403378E1,3.477538582E1
1.180948599E0,-3.014778709E1,-9.734824181E0,-1.283531570E1,3.418188406E1
1.182948176E0,-2.953487206E1,-1.037407589E1,-1.269166279E1,3.377881618E1
1.184946176E0,-2.800497818E1,-1.169328117E1,-1.230380249E1,3.274744545E1
1.186946061E0,-2.618298912E1,-1.315135002E1,-1.168849277E1,3.154564613E1
1.188944407E0,-2.515587807E1,-1.394143677E1,-1.131739140E1,3.090736496E1
1.190943830E0,-2.325488091E1,-1.577539539E1,-1.050575733E1,3.000039204E1
1.192960176E0,-2.110249329E1,-1.790623474E1,-9.765948296E0,2.934829146E1
1.194959522E0,-1.944810104E1,-1.900996208E1,-9.428366661E0,2.878370008E1
1.196957791E0,-1.556949329E1,-2.137064362E1,-8.530540466E0,2.778279415E1
1.198957484E0,-1.176031876E1,-2.389652634E1,-7.070077419E0,2.755603496E1
1.200955945E0,-9.866505623E0,-2.514869499E1,-6.189011574E0,2.771477327E1
1.202955753E0,-5.497087002E0,-2.758120346E1,-4.058171749E0,2.841495219E1
1.204954137E0,-1.077390760E-1,-2.974316788E1,-1.771709204E0,2.979608358E1
1.206953791E0,2.825158119E0,-3.074873161E1,-5.482721925E-1,3.088311216E1
1.208960099E0,9.114726067E0,-3.270718765E1,1.958456993E0,3.400990899E1
1.210959561E0,1.592622948E1,-3.444777298E1,4.520252705E0,3.821945229E1
1.213098868E0,1.957499313E1,-3.513969803E1,5.789179802E0,4.063856957E1
1.214978214E0,2.732262993E1,-3.615005112E1,8.178592682E0,4.604608214E1
1.216981753E0,3.553713608E1,-3.676057434E1,1.066616821E1,5.223021167E1
1.218981214E0,3.985388184E1,-3.689943695E1,1.183214474E1,5.558686890E1
1.220987945E0,4.860947800E1,-3.677014923E1,1.395101357E1,6.252644245E1
1.222987176E0,5.722860336E1,-3.651875687E1,1.488475227E1,6.950027695E1
1.224985714E0,6.132029343E1,-3.577655411E1,1.656308746E1,7.290045320E1
1.226984984E0,6.883090210E1,-3.472550201E1,1.788229179E1,7.914120250E1
1.228983060E0,7.218518066E1,-3.413652802E1,1.840422821E1,8.194338575E1
1.230982522E0,7.668627930E1,-3.273831558E1,1.950077248E1,8.563213688E1
1.233133445E0,7.800548553E1,-3.100970078E1,1.995806503E1,8.628314827E1
1.235013330E0,7.822575378E1,-3.007596207E1,1.994609451E1,8.614916561E1
1.237008330E0,7.838855743E1,-2.806004333E1,1.990060425E1,8.560470792E1
1.239008176E0,7.843165588E1,-2.621650887E1,1.957259941E1,8.498186059E1
1.241005791E0,7.843643951E1,-2.542163277E1,1.932360268E1,8.468728403E1
1.243005407E0,7.837898254E1,-2.414312935E1,1.871308136E1,8.412095466E1
1.245002983E0,7.637024689E1,-2.321178627E1,1.798763657E1,8.182149290E1
1.247002214E0,7.437108612E1,-2.280477142E1,1.760695839E1,7.975663630E1
1.249000060E0,6.944381714E1,-2.204580879E1,1.687672806E1,7.478827030E1
1.250998830E0,6.390124512E1,-2.127248192E1,1.621113968E1,6.927256791E1
1.253018291E0,6.104256821E1,-2.086307335E1,1.589031696E1,6.643767859E1
1.255017445E0,5.529648209E1,-1.997003555E1,1.524867058E1,6.073734605E1
1.257015330E0,4.968926239E1,-1.891658783E1,1.472194672E1,5.516879378E1
1.259014907E0,4.697902679E1,-1.832522011E1,1.449449730E1,5.246840099E1
1.261012714E0,4.178600311E1,-1.697249603E1,1.419282722E1,4.728183607E1
